STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10,CAT23,CAT29
02,           0391,1,3,1,00520,0,01,020,3000,'CAMPBELL CREEK  DIMOND  ',,'DIMOND BLVD       ','MILE POINT 2.4           ',99.99,3.816,0,,,61081500,149553100,8,3,01,01,14,1988,6,0,25568,2016,5,24.4,2,0,0,1,0,0,N,5,0,0,0,A,1,5,5,04,0,00,1,0,9.7,26.8,27.4,3.5,3.5,24.3,37.3,99.99,N,0,N,99.9,0,7,8,7,9,N,1,69.5,1,29.8,7,5,N,5,8,8,,,0,817,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,1,0,0,9,6,2,0,2,0,1,Y,8,30000,2035,0,N,5/4/2018,B,L*,,0100,0520006,2,09,09,,,0,,86.8,0,G,7,1022.02
02,           0392,1,3,1,00670,0,02,290,11690,'CHATANIKA RIVER         ',,'STEESE HIGHWAY    ','MILE POINT 37.3          ',99.99,60.077,1,0015200000,0,65113032,147151776,199,3,01,01,06,1967,2,0,264,2016,6,8.7,0,20,0,0,0,1,0,5,0,0,0,A,1,5,4,02,0,00,3,0,9.1,36.6,96.7,0.5,0.5,9.1,10.1,99.99,N,0,N,99.9,0,7,7,8,7,N,1,58.6,1,35.1,7,6,N,5,8,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,5,0,1,Y,7,300,2035,0,N,5/4/2018,B,Z ,,H770,000S485,0,14,17,,,0,,90.5,0,G,7,976.67
02,           0395,1,3,1,00851,0,05,261,17410,'ALAGANIK SLOUGH         ',,'COPPER RIVER HWY  ','MILE POINT 22.3          ',99.99,35.863,0,,,60260808,145124284,199,3,01,01,07,1987,2,0,243,2016,5,8.2,0,0,0,1,0,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,8.5,24.1,48.8,0,0,8.5,8.8,99.99,N,0,N,99.9,0,6,8,7,8,N,1,94.2,1,29.9,7,6,N,5,9,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,2,1,0,1,1,0,1,Y,6,300,2035,0,N,5/4/2018,B,K*,,1180,0851040,2,09,09,,,0,,90.4,0,F,6,429.44
02,           0396,1,3,1,00580,0,01,170,85280,'DECEPTION CREEK         ',,'WILLOW/FISHHOOK RD','MILE POINT 30.4          ',99.99,48.853,0,,,61454981,150021200,117,3,01,01,08,1972,2,0,639,2016,5,10.4,0,0,0,1,0,1,0,5,0,0,0,A,1,5,5,05,0,00,2,0,10.3,11,22.4,0,0,10.4,10.8,99.99,N,0,N,99.9,0,6,5,6,6,N,1,65.1,1,30.2,5,6,N,5,6,8,,,0,616,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,9,6,8,8,1,0,1,Y,8,800,2035,0,N,5/4/2018,B,Z ,,Q760,000S464,0,14,14,,,0,,81.4,0,F,5,241.92
02,           0397,1,3,1,00850,0,05,261,14110,'KUSKULANA RIVER         ',,'EDGERTON/MCCARTHY ','MILE POINT 50.6          ',99.99,81.413,0,,,61292000,144005600,199,3,01,01,07,1910,1,0,80,2016,6,7.3,0,0,0,1,1,1,0,3,0,0,0,A,1,5,3,09,7,02,3,8,4.4,70.1,236.1,0,0,4.4,4.6,99.99,N,0,N,99.9,0,7,7,7,9,N,2,72.7,2,55.9,7,6,N,5,9,4,,,0,817,24,Y24,N  ,N  ,0717,,,0,0,0,,,,,0,N,3,,0,0,1988,8,7,0,0,1,0,1,Y,9,150,2035,0,N,5/4/2018,B,K*,,1140,0850018,1,12,12,,,0,,77.1,0,G,7,1086.06
02,           0398,1,3,1,00064,0,04,180,54920,'KUZITRIN RIVER          ',,'IRR:NOME-TAYLOR RD','MILE POINT 67.9          ',3.55,109.274,0,,,65125859,164494045,199,3,01,01,08,1961,1,0,50,2016,2,5.2,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,10,0,00,1,0,3.4,91.4,93.3,0,0,5.2,5.5,4.4,N,0,N,0,0,7,5,6,8,N,1,26.5,1,14.2,4,3,N,2,8,8,,,0,816,24,Y24,N  ,N  ,0817,,,0,0,0,,,,,0,N,3,,0,1,0,8,7,0,0,1,0,1,Y,8,90,2035,0,N,5/4/2018,B,A ,,L24E,000S479,0,14,14,,,2,,41,2,F,5,513.15
02,           0399,1,3,1,00380,0,03,060,39630,'KING SALMON CREEK       ',,'IRR:NKNK-KNG SALMN','MILE POINT 13.0          ',99.99,20.855,0,,,58414591,156415246,199,3,01,01,07,1960,2,0,882,2016,3,7.3,0,0,0,1,1,1,0,5,0,0,0,A,1,5,3,02,0,00,3,0,7.3,18,46.1,0,0,7.4,8.3,99.99,N,0,N,99.9,0,4,6,6,8,N,1,54.2,1,24.7,6,4,N,5,9,8,,,0,716,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,8,6,2,6,1,0,1,Y,3,1464,2035,0,N,5/4/2018,B,A ,,33D0,0380006,0,11,11,,,1,,56,1,P,4,382.63
02,           0400,1,3,1,00380,0,03,060,52060,'LEADER CREEK            ',,'IRR:NKNK-KNG SALMN','MILE POINT 3.2           ',99.99,5.174,0,,,58444958,156563743,199,3,01,01,07,1960,2,0,887,2016,3,7.3,0,0,0,1,1,1,0,5,0,0,0,A,1,5,3,02,7,02,1,2,7.4,18.1,30.1,0,0,7.4,7.4,99.99,N,0,N,99.9,0,5,6,6,8,N,1,58.2,1,28.9,6,4,N,5,9,8,,,0,716,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,8,6,2,6,1,0,1,Y,8,1400,2035,0,N,5/4/2018,B,L*,,33D0,0380006,0,11,11,,,0,,64,0,F,5,222.74
02,           0401,1,3,1,00584,0,01,170,74830,'MOOSE CREEK             ',,'PETERSVILLE ROAD  ','MILE POINT 7.1           ',99.99,11.378,0,,,62185834,150264121,199,3,01,01,08,1974,2,0,307,2016,6,8.5,0,0,0,0,0,1,1,5,0,0,0,A,1,5,7,02,0,00,1,0,8.5,21.3,22.3,0,0,8.5,9,99.99,N,0,N,99.9,0,6,4,4,6,N,2,60.4,2,33.4,4,6,N,5,6,8,,,0,616,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,8,7,0,0,1,0,1,Y,3,350,2035,0,N,5/4/2018,B,A ,,L1CE,000S718,0,14,17,,,1,,62.8,1,P,4,200.7
02,           0402,1,3,1,00380,0,03,060,39630,'PAULS CREEK             ',,'IRR:NKNK-KNG SALMN','MILE POINT 9.4           ',99.99,15.039,0,,,58432885,156465121,199,3,01,01,07,1960,2,0,607,2016,3,7.6,0,0,0,1,1,1,0,5,0,0,0,A,1,5,3,02,0,00,3,0,7.4,18.3,49.1,0,0,7.4,7.4,99.99,N,0,N,99.9,0,4,6,6,7,N,1,52.6,1,35.6,6,4,N,5,9,8,,,0,716,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,8,6,2,6,1,0,1,Y,5,1100,2035,0,N,5/4/2018,B,A ,,33D0,0380006,0,11,11,,,1,,74.2,1,P,4,363.34
02,           0403,1,3,1,00496,0,01,020,3000,'PORTAGE CR OVERFLOW NO 1',,'PORTAGE GLACIER RD','MILE POINT 3.2           ',99.99,5.071,1,0013230000,0,60473500,148541500,199,3,01,01,06,1965,2,0,1105,2016,5,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,3,0,9.1,8.2,25.3,0.5,0.5,9.2,10.3,99.99,N,0,N,99.9,0,5,6,5,8,N,1,64.8,1,29.8,5,5,N,5,8,8,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,1,0,0,1,6,2,0,5,0,1,Y,8,1200,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,,63.8,0,F,5,260.59
02,           0404,1,3,1,00496,0,01,020,3000,'PORTAGE CR OVERFLOW NO 2',,'PORTAGE GLACIER RD','MILE POINT 3.5           ',99.99,5.686,1,0013230000,0,60472364,148534200,199,3,01,01,06,1965,2,0,1105,2016,5,9.8,0,45,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,4,0,9.1,8.5,34.7,0.5,0.5,9.2,10.3,99.99,N,0,N,99.9,0,5,6,5,8,N,1,66.1,1,30.5,5,5,N,5,8,6,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,1,0,0,1,6,2,0,5,0,1,Y,8,1200,2035,0,N,5/4/2018,B,Z ,,M001,0001490,0,14,14,,,0,,64.4,0,F,5,357.41
02,           0405,1,2,1,00496,0,01,020,3000,'PORTAGE CR OVERFLOW NO 3',,'PORTAGE GLACIER RD','MILE POINT 4.1           ',99.99,6.614,1,0013230000,0,60471644,148524260,199,3,01,01,06,1966,2,0,1105,2016,5,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,01,0,00,3,0,9.1,8.2,25.3,0.5,0.5,9.1,10.2,99.99,N,0,N,99.9,0,6,6,6,7,N,1,63.4,1,29.2,6,5,N,5,8,8,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,1,0,0,1,6,2,0,5,0,1,Y,8,1200,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,,71.5,0,F,6,258.06
02,           0406,1,3,1,00851,0,05,261,17410,'SCOTT GLACIER NO  6     ',,'COPPER RIVER HWY  ','MILE POINT 9.5           ',99.99,15.257,0,,,60303114,145323348,199,3,01,01,07,1966,2,0,682,2016,6,8.2,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,8,0,8.5,15.2,122.5,0,0,8.6,9,99.99,N,0,N,99.9,0,6,7,6,8,N,1,63,1,29,6,5,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,10,0,1,Y,7,1400,2035,0,N,5/4/2018,B,Z ,,Q760,000S416,0,14,06,,,0,,82.4,0,F,6,1102.5
02,           0407,1,3,1,00851,0,05,261,17410,'SCOTT GLACIER NO  7     ',,'COPPER RIVER HWY  ','MILE POINT 9.7           ',99.99,15.609,0,,,60302685,145321418,199,3,01,01,07,1966,2,0,682,2016,6,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,3,0,8.5,18.3,55.4,0,0,8.6,9,99.99,N,0,N,99.9,0,7,7,7,7,N,1,63,1,29,7,5,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,10,0,1,Y,7,1400,2035,0,N,5/4/2018,B,Z ,,Q120,000S295,0,14,17,,,0,,82.4,0,G,7,498.6
02,           0408,1,3,1,00851,0,05,261,17410,'SCOTT GLACIER NO  8     ',,'COPPER RIVER HWY  ','MILE POINT 10.0          ',99.99,16.048,0,,,60302110,145314818,199,3,01,01,07,1966,2,0,682,2016,6,7.6,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,3,0,8.5,18.3,49.3,0,0,8.6,9,99.99,N,0,N,99.9,0,7,7,7,8,N,1,63,1,29,7,5,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,10,0,1,Y,8,1400,2035,0,N,5/4/2018,B,Z ,,Q120,000S295,0,14,17,,,0,,82.4,0,G,7,443.7
02,           0409,1,3,1,00851,0,05,261,17410,'SCOTT GLACIER NO  9     ',,'COPPER RIVER HWY  ','MILE POINT 10.4          ',99.99,16.673,0,,,60301297,145311151,199,3,01,01,07,1966,2,0,682,2016,6,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,24.4,24.9,0,0,8.6,9,99.99,N,0,N,99.9,0,7,7,8,8,N,1,63,1,29,7,5,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,10,0,1,Y,8,1400,2035,0,N,5/4/2018,B,Z ,,Q760,000S416,0,14,14,,,0,,82.4,0,G,7,224.1
02,           0410,1,3,1,00851,0,05,261,17410,'SCOTT GLACIER NO 10     ',,'COPPER RIVER HWY  ','MILE POINT 10.8          ',99.99,17.321,0,,,60300442,145303290,199,3,01,01,07,1966,2,0,682,2016,6,8.8,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,15.2,15.8,0,0,8.6,9,99.99,N,0,N,99.9,0,6,7,7,8,N,1,63,1,29,7,5,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,8,10,0,1,Y,8,1400,2035,0,N,5/4/2018,B,Z ,,Q760,000S416,0,14,06,,,0,,82.4,0,F,6,142.2
02,           0411,1,3,1,00851,0,05,261,17410,'SCOTT GLACIER NO 11     ',,'COPPER RIVER HWY  ','MILE POINT 11.0          ',99.99,17.751,0,,,60295810,145300438,199,3,01,01,07,1966,2,0,682,2016,6,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,6,0,8.5,18.3,110.3,0,0,8.6,9,99.99,N,0,N,99.9,0,7,7,7,8,N,1,63,1,29,7,5,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,10,0,1,Y,8,1400,2035,0,N,5/4/2018,B,Z ,,Q760,000S416,0,14,06,,,0,,82.4,0,G,7,992.7
02,           0414,1,3,1,NSP00,0,03,130,38970,'FIRST WATERFALL CREEK   ',,'NORTH TONGASS HWY ','MILE POINT 13.9          ',99.99,22.336,0,,,55291300,131455600,199,3,01,01,17,1961,2,0,394,2016,4,10.1,0,0,0,0,0,0,0,5,0,0,0,P,1,5,7,02,0,00,4,0,7.3,18.3,52.1,0,0,7.5,8,99.99,N,0,N,99.9,0,4,3,7,7,N,1,28.7,1,17.1,3,5,N,3,9,6,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,8,6,0,0,3,0,1,Y,8,662,2035,0,N,5/4/2018,B,A ,,,,,,,,,1,,9.5,1,P,3,416.8
02,           0415,1,3,1,NSP00,0,03,130,38970,'SECOND WATERFALL CREEK  ',,'NORTH TONGASS HWY ','MILE POINT 14.5          ',99.99,23.268,0,,,55293588,131452232,199,3,01,01,17,1961,2,0,394,2016,4,8.5,0,0,0,0,0,0,0,5,0,0,0,P,1,5,7,02,0,00,3,0,7.3,18.3,43,0,0,7.4,8,99.99,N,0,N,99.9,0,5,4,7,8,N,1,36,1,16.4,4,5,N,3,9,6,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,8,6,0,0,3,0,1,Y,8,662,2035,0,N,5/4/2018,B,A ,,,,,,,,,1,,21.4,1,P,4,344
02,           0418,1,3,1,00963,0,03,110,36400,'SHEEP CREEK             ',,'THANE ROAD        ','MILE POINT 4.1           ',99.99,6.598,0,,,58153700,134193200,199,3,01,01,17,1981,2,0,791,2016,6,9.4,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,2,0,9.7,18.3,42.1,0,0,9.8,10.1,99.99,N,0,N,99.9,0,6,6,6,8,N,2,59.4,2,32.7,6,6,N,5,9,7,,,0,617,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,9,1,0,0,2,0,1,Y,T,900,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,,85.6,0,F,6,425.21
02,           0419,1,3,1,00131,0,04,180,75930,'GOLD RUN CREEK          ',,'IRR:NOME-TELLER RD','MILE POINT 52.8          ',99.99,84.973,0,,,65023124,166101661,199,3,01,01,07,1967,2,0,30,2016,4,8.2,0,15,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,2,0,8.5,18.3,36.7,0,0,8.6,9,99.99,N,0,N,99.9,0,7,7,6,6,N,1,63.1,1,29,6,7,N,5,6,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,1,1,0,0,1,0,1,Y,8,40,2035,0,N,5/4/2018,B,Z ,,L24E,000S479,0,14,17,,,0,,89.7,0,F,6,330.3
02,           0421,1,3,1,00131,0,04,180,75930,'FEATHER RIVER           ',,'IRR:NOME TELLER RD','MILE POINT 36.4          ',99.99,58.286,0,,,64494606,166051392,199,3,01,01,07,1967,2,0,30,2016,4,10.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,3,0,8.5,18.3,55,0,0,8.6,9,99.99,N,0,N,99.9,0,8,7,8,8,N,1,65.9,1,30.3,7,7,N,5,8,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,1,1,0,0,1,0,1,Y,8,40,2035,0,N,5/4/2018,B,Z ,,L24E,000S479,0,14,17,,,0,,85.7,0,G,7,495
02,           0422,1,3,1,00131,0,04,180,75930,'TISUK RIVER             ',,'IRR:NOME-TELLER RD','MILE POINT 47.0          ',99.99,75.639,0,,,64580908,166120394,199,3,01,01,07,1967,2,0,30,2016,4,8.2,0,15,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,4,0,8.5,18.3,73.3,0,0,8.6,9,99.99,N,0,N,99.9,0,6,6,5,8,N,1,63.1,1,29,5,7,N,5,5,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,1,1,0,0,1,0,1,Y,8,40,2035,0,N,5/4/2018,B,Z ,,L24E,000S479,0,14,17,,,0,,77.6,0,F,5,659.7
02,           0423,1,3,1,00131,0,04,180,75930,'ELDORADO CREEK          ',,'IRR:NOME-TELLER RD','MILE POINT 46.3          ',99.99,74.513,0,,,64573215,166120067,199,3,01,01,07,1967,2,0,30,2016,4,9.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,18,18.5,0,0,8.6,9,99.99,N,0,N,99.9,0,8,7,5,5,N,1,65.9,1,30.3,5,7,N,5,6,7,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,1,1,0,0,1,0,1,Y,8,40,2035,0,N,5/4/2018,B,Z ,,L24E,000S479,0,14,14,,,0,,79.7,0,F,5,166.5
02,           0424,1,3,1,00791,0,02,240,56240,'CHISANA RIVER           ',,'IRR:NORTHWAY ROAD ','MILE POINT 0.3           ',4.85,0.492,0,,,63002333,141482516,199,3,01,01,07,1944,2,0,240,2016,4,7.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,10,0,00,1,0,7.3,76.2,76.8,0,0,7.2,8.2,4.78,N,0,N,99.9,0,6,5,6,7,N,1,67.3,1,23.7,5,4,N,5,9,6,,,0,716,24,Y24,N  ,N  ,0717,,,0,0,0,,,,,0,N,2,,0,1,0,1,1,0,0,1,0,1,Y,8,400,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,,59.4,0,F,5,629.76
02,           0425,1,3,4,NSP00,0,01,170,58660,'CHICKALOON RIVER NO. 1  ',,'IRR:CHICKALOON FRK','MILE POINT 0.5           ',99.99,0.787,0,,,61471752,148275760,199,3,01,01,09,1982,2,0,55,2016,5,10.4,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,8.5,38.1,38.7,0,0,8.5,8.8,99.99,N,0,N,99.9,0,7,7,6,8,N,1,63.7,1,29.4,6,7,N,5,8,8,,,0,717,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,9,6,0,0,1,0,1,Y,8,150,2035,0,N,5/4/2018,B,K*,,1170,0001033,1,09,09,,,0,,85.8,0,F,6,340.56
02,           0426,1,3,4,NSP00,0,01,170,58660,'CHICKALOON RIVER NO. 2  ',,'IRR:CHICKALOON FRK','MILE POINT 1.1           ',99.99,1.728,0,,,61473400,148284700,199,3,01,01,09,1982,2,0,55,2016,5,10.4,0,0,0,0,0,1,0,5,0,0,0,A,1,5,5,04,0,00,1,0,8.5,38.1,38.7,0,0,8.5,8.8,99.99,N,0,N,99.9,0,7,7,7,8,N,1,63.7,1,29.4,7,7,N,5,8,8,,,0,717,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,1,0,9,6,0,0,1,0,1,Y,8,150,2035,0,N,5/4/2018,B,K*,,1170,0001034,2,09,09,,,0,,85.8,0,G,7,340.56
02,           0427,1,3,1,00000,0,01,122,54480,'NINILCHIK RIVER         ',,'MISSION AVENUE    ','MILE POINT 0.2           ',99.99,0.37,0,,,60025400,151395300,199,3,01,01,08,2014,2,0,224,2016,A,9.8,0,20,0,1,1,1,1,5,0,0,0,A,1,5,5,04,0,00,1,0,9.8,37.8,39,0,0,9.8,10.7,99.99,N,0,N,99.9,0,9,9,9,8,N,1,98.2,1,45.3,9,7,N,5,8,8,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,9,6,2,1,1,0,1,Y,8,650,2035,0,N,5/4/2018,B,Z ,,L1CE,0001423,0,11,15,,,0,,92.9,0,G,9,417.3
02,           0429,1,3,1,NSP00,0,03,280,60310,'BLIND RIVER             ',,'CRYSTAL LK HTCH RD','MILE POINT 0.1           ',99.99,0.158,0,,,56364752,132490660,199,3,01,01,09,1979,1,0,49,2016,2,4.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,5,0,3.6,12.2,61,0,0,3.7,4.4,99.99,N,0,N,99.9,0,6,5,5,7,N,1,42.5,1,27.8,5,4,N,5,8,7,,,0,517,24,Y24,Y60,N  ,0517,0816,,0,0,0,,,,,0,N,3,,0,0,0,1,1,0,0,1,0,1,Y,T,132,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,,60.1,0,F,5,268.4
02,           0430,1,3,1,00670,0,02,290,14880,'FAITH CREEK             ',,'STEESE HIGHWAY    ','MILE POINT 66.0          ',99.99,106.212,1,0015200000,0,65172544,146225730,199,3,01,01,06,1983,2,0,110,2016,5,8.8,0,0,0,1,0,1,1,5,0,0,0,A,1,5,7,02,0,00,1,0,8.5,19.5,24.4,0,0,8.5,8.8,99.99,N,0,N,99.9,0,8,7,7,9,N,1,84.8,1,49.2,7,6,N,5,8,8,,,0,816,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,8,7,0,0,1,0,1,Y,8,200,2035,0,N,5/4/2018,B,Z ,,H770,000S485,0,14,14,,,0,,94,0,G,7,214.72
02,           0431,1,3,1,00670,0,02,290,14880,'CROOKED CREEK           ',,'IRR:STEESE HIGHWAY','MILE POINT 122.3         ',99.99,196.829,0,,,65342050,144480410,199,3,01,01,07,1957,1,0,99,2016,2,7.3,0,0,0,0,0,1,0,5,0,0,0,A,1,5,3,10,0,00,1,0,4,24.1,24.7,0,0,4.3,4.9,99.99,N,0,N,99.9,0,7,4,4,6,N,1,37.1,1,27.1,4,6,N,5,3,5,,,0,816,24,Y24,N  ,N  ,0817,,,0,0,0,,,,,0,N,3,,0,1,0,8,7,0,0,1,0,1,Y,U,150,2035,0,N,5/4/2018,B,A ,,M001,0002309,0,14,14,,,1,,46.7,1,P,4,121.03
02,           0432,1,3,1,00933,0,03,220,70540,'SAWMILL CREEK           ',,'SAWMILL CR ROAD   ','MILE POINT 5.6           ',99.99,9.02,0,,,57030100,135134500,199,3,01,01,19,1962,2,0,128,2016,5,10.4,0,45,0,0,0,1,0,5,0,0,0,A,1,5,4,02,0,00,2,0,9.1,24.4,50.3,0,0,9.1,9.8,99.99,N,0,N,99.9,0,7,7,7,7,N,1,63,1,29,7,6,N,5,8,6,,,0,517,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,2002,1,1,0,0,1,0,1,Y,6,240,2035,0,N,5/4/2018,B,Z ,,Q100,000S360,0,14,17,,,0,,84.7,0,G,7,492.94
